text,sentiment
ดีใจที่นายล้อเล่น เพราะเสียตังค่าขนมทุกวันเลย,joy
ทีม fate ตอนที่แสดงจบแล้วได้รับคำชมเยอะมากๆรุ่ยฉีร้องไห้เลยอะ พี่ยูจินถึงกับทักว่า ซูรุ่ยฉีร้องไห้ล่ะ ด้วย น่าจะเพราะว่าปกติดูเป็นคนชิคๆเฮฮาค่อยร้องไห้ ครั้งนี้รุ่ยฉีบอกว่าพวกเราตั้งใจทำงานกันหนักมากเลย คงจะดีใจมากๆที่ฟีดแบคดีขนาดนี้,joy
คุณมี่เปิดฟิคเรื่องใหม่ ดีใจอ่า,joy
ดีใจที่ได้รู้จักเหมือนกันนะคะฮือ อยุ่กันไปนาน,joy
พึ่งมาตามแจฮยอนจริงจังได้ประมาณ10เดือนแต่เห็นน้องnctมานานเรายังมีความรู้สึกดีใจแล้วคนที่เขาตามและพยายามมานานเขาจะปริ่มแค่ไหนกับความสำเร็จของnctในวันนี้ในแบบของตัวเอง อาจจะด้วยความที่เคยผ่านช่วงดีใจมากตื่นเต้นกับความสำเร็จของอซมาแล้วความรู้สึกตื่นตัวมันเรยไม่มากเท่าฟคโดยตรง,joy
ดีใจมาก เวลาคนทักมา จะสั่งไม่สั่งไม่รู้ นี่แพคของรอแล้ว5 โอนปุ๊บจักรยาน 400 แรงม้า ถึงขนส่งจ้า,joy
ขอบคุณนะคะ น้องฮยอนจินน่ารัก เป็นเด็กดีด้วยค่ะ แล้วก็ร้องเพลงเพราะมากเลยค่า ดีใจที่ชอบน้องนะคะ,joy
ปีที่แล้วคือหมาจริงทั้งอกหักทั้งซองฮุนได้เด ไม่รู้จะร้องไห้ดีใจหรือเสียใจ,unclassifiable
ดีใจด้วย,joy
โดยองตื่นมาต้องดีใจแน่เลยอะ,joy
ดีใจอะ ดีใจที่มีคนรักน้องน่าเยอะขึ้นมีคนแต่ชมเค้า ดีใจที่เห็นทวีตที่ชมเค้าแมส ไม่ใช่ทวีตแซะแบบเมื่อก่อน เค้าเก่งมากๆเลยอะ รักคาริน่า ผู้หญิงคนนี้ไม่ธรรมดาจริงๆ,joy
เมื่อก่อนไม่ค่อยเม้นฟิคหรือ express อะไรให้ creator รับรู้เลย แต่พอลองครั้งนึงแล้วไรท์เตอร์มาตอบ แล้วก็เห็นว่าไรท์เตอร์เนี่ยเขามาพูดๆในทวิตเขาดีใจที่ได้รับฟีดแบคนะ หลังจากนั้นคือปลดลอคอ่ะ กูเม้นทุกตอน โดเนททุกตอน เล่นแท้กด้วย ไม่ได้สนใจด้วยซ้ำว่า creator จะตอบหรือเห็นไหม,unclassifiable
ดีใจที่ได้ดูอ่ะ,joy
"ครบรอบ13ปีแล้ว พี่ลี่ทำให้เห็นอะไรหลายๆอย่างเยอะมาก ทั้งความสามารถความอดทนของพี่ลี่คือสุดมาก เราจะติดตามพี่ลี่มา3ปี แต่พี่ลี่คือผู้หญิงที่สุดยอดสำหรับเรา ดีใจที่ได้รู้จักผู้หญิงที่ชื่อ ""อีจีอึน""คนนี้มากๆๆ",joy
ไหว มันมาแปปเดียวแล้วดับอีกละ ดีใจเก้อเลยกุ,unclassifiable
ดีใจกับคนเก่งด้วยนะ เธอเป็นเธอที่แสนพิเศษที่สุดเลย,joy
นานๆทีจะเจอคนศีลเสมอด้วย ดีใจ,joy
ตอนซอกฮยอง เชื่อว่าอิกซงเปนแฟนกันจิงๆละบอกว่าตัวเองดีใจมากเลย กุcry cry cry,joy
ในขณะที่ทุกคนดีใจออลคิล ผมนั่งเส้าห้าคน 5,unclassifiable
violet evergarden ไม่ได้ชอบที่สุดแต่รู้สึกดีใจที่ได้ดูก่อนตาย เพอร์เฟคขนาดที่ออกจากโรงหนังมาแล้วบอกรักพ่อแม่544 อินจัด รีดความรู้สึกไหลออกมาเป็นน้ำตา,joy
ดับอีกแล้ว ไฟติด 3 นาที มาให้ดีใจ ับ,unclassifiable
ดีใจได้ไม่เกิน9 นาที ชั้นเส้า..,unclassifiable
เย้ มีเค้าชมเพิ่มหนึ่งคนแน่ะ เบะเพราะดีใจมะเป็นไรร เดะเค้ากอดโอ๋ๆๆคุนฉู่ แล้วเค้าก็คิดว่านอกจากใจดีแล้วคุนเหมือนทั้งสองคนในมุมที่แบบดูร่าเริงอารมณ์ดีแต่ว่าจริงๆมีความเป็นผู้ใหญ่อะไรแบบนี้คับ,joy
ควย กูอุตส่าห์ดีใจว่าไฟมาแล้ว มาแค่นี้มึงอย่ามาเลยดีกว่านะ กูดีใจยังไม่ทันไร ดับใหม่อีกแล้ว,unclassifiable
ดีใจด้วยนะ,joy
กูเพิ่งดีใจที่ไฟมา 10นาทีต่อมาดับอีกรอบไอเหี้ยจะได้นอนมั้ย,unclassifiable
กุที่ดีใจที่เขาอัพสตอรี่เพราะเขาไม่อัพมานานแล้ว เลยรีบกดเข้าไปดูโดยไว เก้อ กุดีใจเก้อ ทำไมกุต้องมาดูสตอรี่เขาลงรูปเมียเขาด้วย!,unclassifiable
ดีใจที่ได้รู้จักเอนไฮเพน ได้รู้จักเอนจีนทุกคนเลย ทั้งคนที่เคยเมคเ���รน หรือมาเล่นหน้าทล.กันบ่อยๆ รู้สึกโชคดีที่ได้เจออะไรแบบนี้ ทุกคนนิสัยดีกันมากๆเลยเท่าที่เราเจอมา บางคนเราอยากรู้จักมากแต่เป็นคนเข้าหาไม่ค่อยเก่ง ยังไงก็ยินดีที่ได้รู้จักทุกคนเลยน้า,joy
มาให้ฉันดีใจ 2 นาที ดับอีกล่ะ,unclassifiable
ขอบใจนะ ดีใจที่ได้ฟัง,joy
"และคนใช้หรือผู้ไม่เกี่ยวข้องวันนั้นจะถูกให้ออกจากปราสาทของตระกูลไปเที่ยวงานเทศกาลแทน อิซึคุไม่เคยรู้ว่���ในพิธีจะเป็นยังไง การที่ถูกเชิญมันเป็นเรื่องที่เขาดีใจ แต่อีกนัยต้องมาเห็นอีกคนต้องทรมาณรึเปล่า. ""จริงสิ ข้าถึงมีของฝากมาให้เจ้า"" (23",unclassifiable
ดีใจเถอะที่ประเทศแถบeast asiaทะเลาะกัน ลองคิดสภาพพวกนางบีคัมมิ่งeast asia union อียูก็สู้ไม่ได้ค่ะ ขนาดอีเมกายังไม่กล้าตบหน้าจีนตรงๆเลย,unclassifiable
ขอบคุณค่าา ได้ยินแล้วดีใจจัง,joy
ให้กุดีใจได้ไม่ถึงนาที พัดลมกำลังจะหมุนมันก็ดับลงดื้อๆงี้เลยนะ ตลกร้ายว่ะ ับ,unclassifiable
อีเหี้ย มาแล้วก้ดับ หลอกให้ดีใจนะบักห่า ับ,unclassifiable
เหมือนติดแบบหลอกให้กูดีใจ จะให้กูนอนมั้ยคืนนี้ยังไงคะ ับ,unclassifiable
เห็นยอดต่างๆคือไม่ง่วงเทยอ่ะ ฮือออ ดีใจมากกก ดีดๆๆ,joy
(อ๋ย ดีใจที่ชอบนะคะ รุ่นพี่อันดับ1 พูดแบบนี้กับหลายคนแหละ สรุปพี่ฟรีดบอกแย่งเงินไปเถอะ อย่าแย่งวาฬ5),joy
"เปลี่ยนสนามมวยให้เป็นสเตจ ร้องสดๆ ไม่มีดนตรี ใช้ไมค์พูดด้วย ไม่ใช่ไมค์ร้องนะ ""ทั้งหมดเป็นฟองอากาศ แม้ว่าจะมีไฟลุกเป็นไฟ ภูเขาสูงหรือต่ำก็ผ่านไป ทั้งหมดนี้คือฟองสบู่ หากมองทะลุได้ อะไรจะน่าเศร้า""-",unclassifiable
เขิญนักท่องเที่ยว เที่ยวที่รัฐสภา เพื่อเผยแพร่โควิทสู่ผู้ที่ต้องการเปิดอย่างภาคภูมิ จะได้รู้ว่าคนอื่นเค้าเสี่ยงอะไรกันอยู่ตอนนี้ ไม่เอาข้อดี ข้อเสียมาเปรียบเทียบ ไม่วิเคราะห์สภาพความพร้อม แย่กว่าคือไม่ดูแล เอาแต่สร้างปัญหา เศร้าในความคิด,unclassifiable
ฉันสัมผัสได้ถึงพายุขนาดใหญ่ที่กำลังก่อตัวขึ้น! รู้เลยว่ามันต้องมีคนคลั่งแทบตายและอารมณ์เสียตลอดเวลาแน่ๆ จ้า ว่าแต่ว่าเอาเจ้าลัคมาทั้งทีก็ให้น้องเศร้าแล้ว โฮ~ ปาดน้ำตา พี่แสบเราก้ยังแซ่บเหมือนเดิมสินะ แต่พ่อเพลิงกัลป์เนี่ยสิ! โฮก เอ็นดูความลูบหัวลูกระทวย #ซ่อนรักลวงร้าย,unclassifiable
ฉันเศร้า ฉันตื่นมาทำมาย เช้ากว่าวันไปทำงานอีก,sadness
เอาฟิล์มไปล้าง แล้วฟิล์มเสีย เนี่ยเหมือนอกหักเลยอ่ะ เศร้าเกิน,sadness
เศร้าจัง อย่าเศร้าเลยนะ อดทนอีกนิดจะต้องได้ออกมาแน่ๆ,sadness
ต้นส้มแสนรัก ตอนเด็กๆ อ่านแล้วก็รู้สึกเศร้าเล็ก ๆ แต่พออ่านตอนเป็นผู้ใหญ่ ช่วงนั้นเราอยู่ในช่วง burn out พอดี อ่านแล้วน้ำตาไหล ร้องไห้ รู้สึกเศร้าแทนเซเซ่มาก จนมานั่งคิดว่า เราร้องไห้ให้กับวรรณกรรมเยาวชนได้ขนาดนี้เลยหรอ,sadness
ขอแสดงความเสียใจกับครอบครัวของเจ้าหน้าที่ที่เสียชีวิตด้วยคะ สูญเสียบุคลากรที่มีคุณค่าไปอีกแล้ว น่าเศร้ามากคะ,sadness
แต่มันเศร้าจริงนะ เริ่มด้วยกันมาทุกอย่าง แต่ในวันที่เพื่อนๆประสบความสำเร็จ มันไม่มีเค้าอะ,sadness
อยาอกกับตัวเองว่าสู้ๆ นะ สู้ๆ เอ๊ะทำได้ เราจะต้องผ่านเรื่องนี้ไปให้ได้ อย่าซึมเศร้าไปเลย ชีวิตมีอะไรอีกตั้งเยอะที่ต้องพบเจอ สู้ๆ สู้ๆ สู้ๆ,sadness
สวัสดีครับมิตรสหายที่รักยิ่งทุกท่าน ๐ ขอทุกท่าน ดำรงใจ ให้คงที่ื่อมี โลกธรรม ครอบงำหนักั้งลาภยศ สุขเศร้า เข้าง้างชักิอาจยัก โยกท่าน ให้หวั่นใจ,unclassifiable
ชอบเหมือนกันค่ะ โรแมนติกสุดๆ แต่เศร้า,unclassifiable
บางเรื่องมันอาจเป็นเรื่องเศร้า่นานเข้า มันอาจเป็นเรื่องเล่า แค่เรื่องหนึ่ง,sadness
เป็นคืนที่เศร้าที่สุด แต่ก็ดีที่สุดเหมือนกัน,unclassifiable
,unclassifiable
เพลงพี่จินก็มีแต่เพลงเศร้า ีนี่ก็ไม่ชอบฟังเพลงเศร้า ่ชอบฟังเสียงพี่จิน,unclassifiable
bati a boca no cocao de jade e ela nem sentiu,unclassifiable
ไม่เคยไลก์อะไรเศร้าๆไว้เลยมีแต่น่ารักๆที่เตรียมส่งให้นั่นแหละ,unclassifiable
ไม่เคยระบายสีน้ำได้ยังงี้เลย ตอนปีหนึ่งงานสีน้ำกู c+ ตลอด เศร้า,sadness
ว่าก็ว่า เพลงหน้าโฮม (ไม่นับแกง แกงเปลี่ยนเพลงหน้าโฮมตอนเปลี่ยนเกาะ) ที่ชอบที่สุดนี่ยกให้ alchemy star อะ มันดีมากผ่อนคลายมาก เจือความเศร้าหน่อยๆ แต่แฝงไปด้วยความหวัง คือชอบมาก—,unclassifiable
เริ่มจะทนไม่ไหวกับความรู้สึกตัวเองแล้ว อึดอัดจังเลย ทรมานกับความคิดตัวเอง ทำไมเวลาคุยกับแม่เหมือนคุยฝ่ายเดียว จริงๆแม่ไม่ได้อยากคุยกันหนูเลยใช่ไหม น้ำเสียงแม่ฟ้องนะ เศร้ามากๆ อยากได้ยินคำว่ารักจากแม่อีก,sadness
ร้องจะเป็นจะตายก่อนหน้าก็ใต้ต้นกันเกรา แต่นั่นมันเป็นรักที่เข้าใจ แต่แค่ตายตอนแก่ด้วยกันละเศร้าเฉยๆ แต่นี่แบบ..็นพีเรียด นี่คือต้องเตรียมน้ำตาสินะ,sadness
มีปุ่มกดเศร้าก็อยากกดให้นะคุณ,sadness
เห้อแต่เช้าเลย,sadness
คือ ต้องรู้สึกอย่างงี้อีกนานมั๊ย? มันทรมานนะเอาจริง เมื่อไหร่จะคบกันไปเลยล่ะ? ขอร้อง ไปรักกันเถอะนะ แล้วไม่ต้องมาสนใจกัน เรื่องรักสามเศร้ามันก็ต้องมีคนนึงที่ต้องเดินออกมาภถูกมั๊ย? ซึ่งคนๆนั้นคือกูเอง,sadness
แยกกันครั้งนี้ชั้นไม่เศร้าเท่าซีซั่นก่อนอะ ครั้งนี้คือเมฟเติบโต ได้ใช้ชีวิตแบบที่อยากจะเป็น ก่อนหน้านี้ไม่มีใครมาสนับสนุนเมฟเลย,unclassifiable
ความแตกต่างระหว่างคุณกับฉัน ในความเศร้าโศกของคุณ ฉันเคยพังประตูเพื่อเข้าและบรรเทาความเศร้าโศกและความกังวลของคุณ แต่ในความเศร้าโศกของฉัน ฉันได้เปิดประตูทิ้งไว้ให้คุณ ทุกสิ่งที่เข้ามา ผู้คน แมลง นก งู ฝน ลมและฝุ่น เข้าแล้ว... ยกเว้นคุณ.,sadness
เจอรีล่าไปคือ นี้ขนาดไม่ได้เดินมากับน้องตั้งแต่ต้นยังเศร้าขนาดนี้ แล้วคิดดูสิคนที่เดินกับเค้าตั้งแต่ต้นอะจะขนาดไหน สุดยอดมากเก่งมากๆๆ นับถือใจของพวกเค้าเลย,unclassifiable
เทศกิจที่ทำตัวกร่างอย่างกับตัวเองเป็นตำรวจมีเกือบทุกที่จริงๆ แย่มากๆ ยิ่งพูดจากับแม่ค้าพ่อค้าตะคอกเอาๆ อีกสายงานที่กินภาษีเราสบายๆอู้งานชิว สงสารคุณลุงจริงๆเลยค่ะ น่าจะเห็นใจคนแก่ค้าขายลำบาก เศร้าใจกับไทยแลนด์,sadness
พลาดอย่างแรงเศร้า.กระซิกๆๆ,sadness
เศร้าจริงไม่ติงนัง,sadness
น้องเตนล์หนูจะร้องไห้กี่ครั้งก็ได้น้ำตาไหลได้ทุกเมื่อที่หนูอยากจะร้องนะขอแค่น้องอย่าเศร้านานอย่าท้อก็พอน้องอยู่ตรงไหนเราก็เดินอยู่ข้างหลังน้องนะ ไม่เป็นไรน้าาา,sadness
จกรอจกนดยกจกยกย เศร้าว่ะแมร้ง เสียดายจริงๆ,sadness
เกาหลีนี่เป็นไรมากมั้ย ขนาดหนังเอาตัวรอดยังเศร้า กุร้องไห้เป็นหมาบ้า,sadness
เศร้าเฉย,sadness
เราซื้อบัตรคอนไว้ สุดท้ายยกเลิก เศร้าใจมาก,sadness
เห็นรูปน้องอินกอดเสาไฟแล้วแว้บแรกที่คิดคือ ขอให้น้องไม่ทำแบบนี้ที่ไทย ันน่าเศร้าที่คุณภาพชีวิตที่นี่ ทำให้ความคิดแว้บแรกเรากลายเป็นแบบนี้ไปซะละ,sadness
ไม่อยากเพิ่งใครไม่อยากดึงใครมาเศร้าตาม,sadness
ทั้งเศร้าทั้งโมโหเลยมันเจ็บทั้งน้ำตาอยากจะโกรธก็ทำอะไรไม่ได้,sadness
ทีมเชียร์ไปหมดแล้ว เศร้า แพ้ตอนนี้ดีกว่าไปแพ้ใน world fight!,sadness
แทนที่จะได้กลับบ้านนอนตั้งแต่ห้าทุ่ม กูต้องมานั่งรอเคอฟิวตีสี่ตีห้า แล้วพอมันเลยเวลานอนแม่งก็นอนไม่หลับแล้ว พอนอนผิดเวลาหลายๆวัน อาการซึมเศร้าก็ดิ่งอีก เนี่ย ไม่ให้กูเกลียดอีเหี้ยประยุทธ์ได้งัย,sadness
มันแบบเศร้าเสียใจไปหมดเพราะปีที่แล้วมีเพื่อนทุกคนอยู่ที่ไม่ใช่เหมือนตอนนี้อ่ะ ปีนี้ไม่มีความสุขเลยเพราะไม่มีเพื่อนเหมือนเดิมเสียหลายคนออกไปจากชีวิตเพราะนิสัยแย่ๆของตัวเอง ไม่มีความสุขเหมือนแต่ก่อน อยากย้อนเวลาได้อยากกลับไปเป็นเหมือน ถ้าตัดจากคนอื่นก็คงอยากย้อนให้ไม่มารู้จักกันอ่ะ,sadness
อยู่ ๆ ก็เศร้า,sadness
เศร้า,sadness
กูนอนอ่านนิยายดราม่า แล้วเปิดเพลงเศร้า กูร้องไห้ปตกเลย อีเวร เศร้าชิบหายเลย เมื่อคืนก็ฝันร้าย เออเอาเข้าไป,sadness
อย่าให้อดีตมากำหนดอนาคต อดีตมันผ่านไปแล้วไม่���้อนกลับมา แม้จะล้มเหลว เศร้า และเจ็บปวด อย่าปล่อยให้มันขโมยอนาคตของคุณไปจากคุณ มันไม่สำคัญหรอกว่าอดีตของคุณเป็นอย่างไร มันสำคัญที่ ปัจจุบันของคุณเป็นอย่างไร และอนาคตของคุณจะเป็นอย่างไร การดำเนินชีวิตต่อจากอดีตจะไม่ช่วยอะไรคุณเลย.,sadness
เฮ้อ เศร้าใจกับความคิดรัดบวม สมองมีแต่อาจม ุดออกไปดาวอังคารเลย,sadness
คือฉากที่ต้องซีเรียส ต้องเขิน ต้องเศร้า กุขำทุกฉาก เปนไรวะสัด5565,unclassifiable
5 ทวิตนี้ครีเอตมาก แต่ชั้นนั้น #ทีมขายแท่งไฟเพราะไม่มีเงินข้าว ้า,unclassifiable
ไม่กล้าอ่านเลย เศร้าไว้ก่อน,sadness
อารมณ์ค้าง โดนเทกลางทาง เศร้าเลย,sadness
ไม่แปลกใจหรอกที่ผชคนก่อนหน้าแต่ละคนไม่ให้ค่า จนเกือบจะเป็นบ้าซึมเศร้าประสาท,sadness
คือเหตุผลที่ไม่อยากเข้าทวิตเลยคือ .เข้ามาแล้วติดลมออกไม่ได้.เข้ามาแล้วเห็นข่าวหลายๆข่าวแล้วทนไม่ได้ เลยไม่อยากเข้า เห็นแล้วเศร้า หดหู่ บางทีซึมไปทั้งวันก็มี.เข้ามาแล้วรู้ว่า ด้อมตัวเองโดนด่าคือ ยิ่งไม่อยากเข้าเลย ยิ่งเห็นแล้วจะร้องไห้ มันปวดใจ ลูกชั้นผิดอะไรทำไมต้องด่าอ่ะ,sadness
อโสกํ (อะโสกัง) ักพราก จากญาติ ขาดชีวิต ถูกพิชิต จองจำ ทำโทษใหญ่ มีสติ คุมจิต เป็นนิตย์ไป ไม่เสียใจ โศกเศร้า เฝ้าประคอง ท่านว่ามีเหตุอยู่ 5 ประการที่ทำให้จิตเราต้องโศกเศร้าคือ ความโศกเศร้าที่เกิดเนื่องมาจากความรักหลงรักมากจนลืมรักตัวเองไป ความโศกเศร้าที่เกิดผิดหวัง,sadness
ปล่อยใจสนุกๆ,unclassifiable
ความเศร้าคือตื่นมาเข้าห้องน้ำ,unclassifiable
คิดว่าพ่อลงมาเห็นว่ายังไม่นอนแล้วจะด่า อ่อเปล่า ถามว่าหนังมันเศร้าขนาดนั้นเลยหรอ เสียงสะอื้นดังไปข้างบน5ก็คนมันเซนซิทีฟอะเนาะ แหม่,sadness
มีช่วงนึงอยากอยู่คนเดียวเงียบๆ ว่างคือต้องไปดูหนังญปทุกอาทิตย์ ตอนนั้นดูแต่หนังเศร้ารัวๆ ดู your eyes tell ไม่ร้อง แต่ ito คือไม่เหลือ อินสุดะนานะด้วยแหละ;-;,sadness
ชอบแววตาคุณวิลเลียมตอนนี้มากๆ เป็นซีนที่เห็นแววตาคุณวิลเลียมดูอ่อนไหวขึ้นมาเลยไม่ได้เป็นแบบเศร้าๆ แต่เป็นแววตาแบบตกใจ ซึ้งใจ ? บอกไม่ถูกแต่เห็นซีนนี้แล้วเอ็นดูคุณเขามากๆ น่ารักจังเลยค่ะ o̴̶̷᷄ ·̭ o̴̶̷̥᷅,unclassifiable
fall in fall ของ vibe ที่อีมูจินเอามาทำใหม่เพราะมาก ฟังจบเศร้าเป็นหมาขี้เรื้อนเปียกน้ำท่อเลย เฮ้อ,sadness
ในคลิปเขาไม่ได้ชักชวนนะเขาแค่บอกว่าประเทศไทยมีอาชีพด้านนี้อันดับต้นๆของโลกเลยควรมีกฎหมายเพื่อจัดการระบบให้sex workersถูกกฎหมายจะได้มีการควบคุมดูแลโรคติดต่ออย่างถึงต้นตอหนึ่งละ และดูแลความปลอดภัยของคนที่ทำอาชีพนี้ด้วย เคยดูในซีรี่ย์criminal mindsมันน่าเศร้ามากเลยนะที่คนที่(1),sadness
เศร้าเลย เจ็บใจตัวเอง,sadness
เศร้าเดี๋ยวหยุดกระเดี๋ยว,sadness
เศร้าว่ะดูไททันดีกว่า,sadness
เศร้าตรงที่กูต้องมาระแวงกับกลัวตรงเมมเบอร์ทุกครั้งที่แบบเขาประกาศว่าจะมีโซโล่อะ เพราะเขาปล่อยโซโล่ก่อนเข้ากรมกัน พอปล่อยเพลงก็เข้ากรมงี้ แล้วพอเขาเข้ากรม ก็คือไม่ได้เจอหน้าเจอตาเลย ซึ่งปกติก็แทบไม่เจออยู่แล้วอะ แงงทำไมอซ.ชอบเล่นซ่อนแอบ,sadness
แต่ยกให้ the rainy night เป็นเพลงช้าของ127ที่ชอบรองจาก no longer เลย เป็นสายชอบเพลงเศร้า อกหักทิพย์5,unclassifiable
กูเป็นคนที่เห็นใครเศร้าไม่ได้อ่ะ้แน่นๆ อยากจะปลอบเขาว่าจริงๆแล้วเขาทำดีที่สุดเเล้ว,sadness
แต่คนแบบฉันทนเศร้าไม่ได้เลย แอบอ่านสปอยล์ ค่อยใจชื้น 5,unclassifiable
ทำไมสีส้มต้องเป็นสีที่หายากด้วยนะ สลิ่มสีส้มอย่างกูที่เกิดมารู้สึกเศร้ามาก กูว่าไม่ใช่กูคนเดียวแน่ๆที่ชอบสีส้มอะ แต่ทำไมสีส้มมันหายากจังเลยวะ,unclassifiable
เจ็บหน่วงมากๆ ในใจ แค่นึกถึงว่าต้องแยกกันจริงๆ จินตนาการถึงซาฟารีหรือแอฟริกาก็แบบ ฮือ ฟิคเจ้าป่ามาร์คลีเรื่องนี้คือแหวกจากเรื่องที่เคยอ่านผ่านๆ มามาก เป็นเจ้าป่าที่เศร้า น่าสงสาร ใช้ชีวิตโดดเดี่ยว พอเริ่มอบอุ่นในหัวใจ ก็จะต้องกลับไปโดดเดี่ยวอีก :t.cowwcmas3i0h,sadness
เจ็บยังไงก็รัก เศร้าลึกจากอินเนอร์ แถมอีกเพลงสัญญาไม่เป็นสัญญา ฟังแล้วเอ็นดูมากๆ ๊กผลิตโชค,sadness
ไม่ชอบเสียใจแต่เสพติดความเศร้า,unclassifiable
ไปฟังเพลงเก่าๆละเศร้าเลยกุ คิดถึงพี่ๆ จะได้เจออีกตอนไหนอะ,sadness
งานภาพคือดีมาก บอกตรงๆว่าเข้าถึงสุด ที่ชอบสุดคืองานสายตา คือเข้าถึงอารมณ์ตลค.จริงๆนะ มันทั้งรู้สึกกลัว เศร้า สงสัย ทำออกมาได้ดีเลย การดำเนินเรื่องที่ไม่เร็วไป ทิ้งปมไว้ทุกตอนแล้วให้เก็บมาต่อๆกัน ส่วนตัวคิดว่าปมคนร้ายมองยากอยู่ มารู้อีกทีคือช่วงท้ายที่เริ่มโผล่หางออกมา +,unclassifiable
เศร้าหยังน้อ,sadness
จริงๆฉันก็ชิปนะ แต่พอชิปเสร็จโหมดดราม่าจะตามมา ตอนนั้นมันดีมากจริงๆแล้วก็เศร้าเลย,unclassifiable
ที่ร้องไห้ให้วันนี้คือไม่ได้เศร้าเลย แต่กุแค้น อิสัส,unclassifiable
ถ้ายอดมันไม่ได้อย่างที่หวังก็อย่าเศร้าเลยชาร์ทตอนนี้ดีมาก วิวก็ดีมากอีเส้นเก่งอะ,unclassifiable
ไอติมมิ้นเดี๋ยวนี้ไม่ค่อยมีเลยอะ เศร้าใจ,sadness
ก่อนอื่นฮารุต้องวางโทสับ,unclassifiable
นัตสึกิ : อย่าเศร้าไปเลยนะครับ ผมยังอยู่กับคุณนะ .นี่...มาพยายามไปด้วยกันเถอะนะ?,sadness
ฟังเพลงนั้นมาตั้งนาน แล้วก็ฟังเวอร์ไทยมาตั้งนาน เพิ่งรู้ว่าเพลงเดียวกัน ิงๆเคยอ่านแปลไทยล่ะนะ แต่จำเนื้อไม่ได้หร๊อก แล้วก็เฉยๆ เลยเพิ่งสัมผัสได้ว่าความหมายเศร้ามาก ฮือ,unclassifiable
ชีวิตนี้คงผูกติดแต่กับความเศร้า,sadness
แอคนั้นกุเศร้าจี้ด,sadness
แง i’ll try my best ka จะเศร้าแปปเดียว ถึงจะบ่อยก็จะแปปเดียว,sadness
เศร้าว่ะครับ เป็นได้แค่นี้,sadness
เป็นความรู้สึกที่แย่มากอ่ะ ดิ่งแต่ก็ไม่รู้จะระบายกับใคร5 ไม่ใช่ไม่มีเพื่อนนะ แต่แบบไม่อยากเอาความเศร้าเราไปลงที่ใครเลย สุดท้ายก็ได้แต่นั่งดิ่งคนเดียว5,sadness
เจอคนด่าข่าวนี้ว่าซึมเศร้าปลอมรึเปล่า ถ้าคนเป็นโรคจริงๆเค้าตายเลยนะไม่มานั่งกินของอร่อย…เอ่อคือ เค้าตายกันเพราะมีคนแบบคุณบนโลกนี่แหละ,unclassifiable
สงสารอาลีกับคุณตามาก แต่ใดๆคู่แซบยอกกับจียองทำกุน้ำตาซึมสุด แม่งเศร้าชิบหาย,sadness
เมื่อวานเปิดใจเรื่องซึมเศร้ากับคนที่ไม่ได้สนิทขนาดนั้นแล้วขนลุกเลย รู้สึกอับอายแบบงงๆ นี่สินะอินโทรเวิด5,unclassifiable
เปซพี่เขตเพลงจะเศร้าเพื่อ,unclassifiable
ไม่อยากให้เศร้า,sadness
อยากได้เพลงเศร้า แบบเศร้าสุดๆไปเลยอ่ะ,unclassifiable
ออลไมท์อย่าเศร้าไปเลยนะ,sadness
แต่ก็น่าเศร้าแหละเพราะคงไม่มีโอกาสได้เจอกันแน่ ๆ นอกจากทางโซเชียล และเราคือยืนในจุดที่เล็กมากๆ ที่เขาจะมองเห็น เราไม่เคยชอบใครขนาดนี้ มันก็คงเป็นความเพ้อเจ้อแหละ แล้วก็ไม่ได้อยากเป็นแฟนคลับ ครส.เราบอกแค่นั้น แต่คงต้องตื่นแล้วเพราะมันเป็นไปไม่ได้จริงๆ ตื่น ตื่น!!,sadness
หวานใจหายไปไหนอะค้าบหวานใจปิดแอคหนี เศร้าจัง จุดหงอย,sadness
ฉันต้องดีขึ้น ไม่ใช่เพื่อใคร แต่เพื่อตัวฉันเอง,unclassifiable
โห อ่านเว็บตูนเรื่องที่กำลังเริ่มอ่านใหม่ไป 30 กว่าตอนแล้วมั้งวันนี้ สนุกจริง ไม่เคยอ่านเรื่องไหนแล้วใจเต้นแรงขนาดนี้เลยนะ พลอตเรื่องดีมาก ภาพสวยมาก ลายเส้นคือที่สุดเลยอะ ประทับใจมากจริงๆ บางประโยคของตัวละครอ่านแล้วน้ำตาซึม ต่อให้ไม่ใช่ประโยคที่เศร้าอะไรแต่มันประทับใจจนน้ำตาซึมอะ,unclassifiable
ตัวละครเกนชินมีแต่คนมีเรื่องเศร้าๆทั้งนั้นเลยอะ,unclassifiable
แม่งเศร้าวะ,sadness
ส่งเพลงเศร้าเฉยเลย..,sadness
มันเศร้าก็แค่นอน,sadness
หน้าทลเศร้าทุกวัน เศร้าทั้งวัน งง,sadness
หนูเศร้าปลอบไม่ถูก,sadness
เมื่อคุณเศร้าน้ำตาไหลแหมะๆส่องแอคคุณมฟ.10วิแรกน้ำตาก็หยุดไหลแล้วฮือไอเลิ้ปคุณมฟ.,sadness
ดูvlogคนเกาหลีแล้วอิจฉา ปะเทดเค้าดูมีกิจกรรมให้ทำเยอะเลย ตัดภาพมาที่กุ จะไปไหนทีก้เบื่อรถติด เศร้า,sadness
